x,Response Time(ms),The Number of Concurrent Requests,,,
IA,12679,300,,,
IA,9903,300,,,
IA,12712,300,,,
IA,12784,300,,,
IA,12896,300,,,
IA,12898,300,,,
IA,12984,300,,,
IA,13153,300,,,
IA,9828,300,,,
IA,13203,300,,,
IA,10317,300,,,
IA,10112,300,,,
IA,9911,300,,,
IA,10202,300,,,
IA,9917,300,,,
IA,9931,300,,,
IA,10081,300,,,
IA,9989,300,,,
IA,9962,300,,,
IA,10003,300,,,
IA,9760,300,,,
IA,9763,300,,,
IA,9743,300,,,
IA,9892,300,,,
IA,9928,300,,,
IA,9922,300,,,
IA,9946,300,,,
IA,14549,300,,,
IA,13854,300,,,
IA,10046,300,,,
IA,10148,300,,,
IA,10128,300,,,
IA,13881,300,,,
IA,13957,300,,,
IA,10138,300,,,
IA,13415,300,,,
IA,13933,300,,,
IA,14063,300,,,
IA,10221,300,,,
IA,10213,300,,,
IA,13912,300,,,
IA,13813,300,,,
IA,13996,300,,,
IA,13999,300,,,
IA,13731,300,,,
IA,13895,300,,,
IA,14611,300,,,
IA,14014,300,,,
IA,13857,300,,,
IA,10386,300,,,
IA,10613,300,,,
IA,10546,300,,,
IA,10441,300,,,
IA,14017,300,,,
IA,10545,300,,,
IA,14477,300,,,
IA,14099,300,,,
IA,13857,300,,,
IA,14223,300,,,
IA,14049,300,,,
IA,10850,300,,,
IA,10811,300,,,
IA,13251,300,,,
IA,10893,300,,,
IA,14140,300,,,
IA,14256,300,,,
IA,13251,300,,,
IA,10702,300,,,
IA,14321,300,,,
IA,10761,300,,,
IA,10906,300,,,
IA,14336,300,,,
IA,14725,300,,,
IA,11024,300,,,
IA,14402,300,,,
IA,11096,300,,,
IA,11128,300,,,
IA,10908,300,,,
IA,11110,300,,,
IA,13691,300,,,
IA,13657,300,,,
IA,14027,300,,,
IA,14874,300,,,
IA,11925,300,,,
IA,11703,300,,,
IA,13623,300,,,
IA,12128,300,,,
IA,14754,300,,,
IA,11055,300,,,
IA,14895,300,,,
IA,11328,300,,,
IA,13893,300,,,
IA,11237,300,,,
IA,12432,300,,,
IA,10937,300,,,
IA,13779,300,,,
IA,13609,300,,,
IA,13496,300,,,
IA,11197,300,,,
IA,11420,300,,,
IA,11387,300,,,
IA,11344,300,,,
IA,12269,300,,,
IA,11122,300,,,
IA,14049,300,,,
IA,14399,300,,,
IA,14433,300,,,
IA,13938,300,,,
IA,12371,300,,,
IA,11576,300,,,
IA,12404,300,,,
IA,11393,300,,,
IA,11350,300,,,
IA,11430,300,,,
IA,12032,300,,,
IA,11339,300,,,
IA,11560,300,,,
IA,12324,300,,,
IA,11525,300,,,
IA,12088,300,,,
IA,11367,300,,,
IA,11459,300,,,
IA,10943,300,,,
IA,14346,300,,,
IA,14015,300,,,
IA,12175,300,,,
IA,11962,300,,,
IA,14185,300,,,
IA,14017,300,,,
IA,11918,300,,,
IA,11655,300,,,
IA,11136,300,,,
IA,11659,300,,,
IA,11791,300,,,
IA,11062,300,,,
IA,12079,300,,,
IA,12505,300,,,
IA,11257,300,,,
IA,11218,300,,,
IA,14238,300,,,
IA,13811,300,,,
IA,13520,300,,,
IA,13918,300,,,
IA,12961,300,,,
IA,14106,300,,,
IA,14443,300,,,
IA,14216,300,,,
IA,13915,300,,,
IA,14241,300,,,
IA,12082,300,,,
IA,13765,300,,,
IA,14042,300,,,
IA,14979,300,,,
IA,14211,300,,,
IA,14776,300,,,
IA,14334,300,,,
IA,13819,300,,,
IA,12489,300,,,
IA,14568,300,,,
IA,13934,300,,,
IA,14204,300,,,
IA,13774,300,,,
IA,14389,300,,,
IA,13673,300,,,
IA,13993,300,,,
IA,13769,300,,,
IA,14433,300,,,
IA,13896,300,,,
IA,14246,300,,,
IA,14111,300,,,
IA,14337,300,,,
IA,12254,300,,,
IA,12779,300,,,
IA,14285,300,,,
IA,13699,300,,,
IA,11799,300,,,
IA,12585,300,,,
IA,13857,300,,,
IA,11613,300,,,
IA,11851,300,,,
IA,12711,300,,,
IA,11570,300,,,
IA,11199,300,,,
IA,14934,300,,,
IA,14243,300,,,
IA,12056,300,,,
IA,13083,300,,,
IA,12855,300,,,
IA,12044,300,,,
IA,14929,300,,,
IA,12674,300,,,
IA,13484,300,,,
IA,11642,300,,,
IA,11176,300,,,
IA,13036,300,,,
IA,13572,300,,,
IA,12658,300,,,
IA,9812,300,,,
IA,12390,300,,,
IA,12832,300,,,
IA,11463,300,,,
IA,9823,300,,,
IA,9779,300,,,
IA,12592,300,,,
IA,13064,300,,,
IA,14684,300,,,
IA,14333,300,,,
IA,14230,300,,,
IA,14462,300,,,
IA,14699,300,,,
IA,13561,300,,,
IA,13895,300,,,
IA,13820,300,,,
IA,13749,300,,,
IA,12468,300,,,
IA,13923,300,,,
IA,14093,300,,,
IA,13414,300,,,
IA,12626,300,,,
IA,11075,300,,,
IA,12378,300,,,
IA,14455,300,,,
IA,12177,300,,,
IA,11460,300,,,
IA,12836,300,,,
IA,11673,300,,,
IA,13321,300,,,
IA,13114,300,,,
IA,14931,300,,,
IA,11773,300,,,
IA,11174,300,,,
IA,14489,300,,,
IA,14758,300,,,
IA,14977,300,,,
IA,14598,300,,,
IA,12219,300,,,
IA,14714,300,,,
IA,8057,300,,,
IA,7986,300,,,
IA,14050,300,,,
IA,13663,300,,,
IA,14266,300,,,
IA,13697,300,,,
IA,14577,300,,,
IA,12660,300,,,
IA,13713,300,,,
IA,11624,300,,,
IA,13716,300,,,
IA,14352,300,,,
IA,14796,300,,,
IA,7549,300,,,
IA,12783,300,,,
IA,13021,300,,,
IA,12729,300,,,
IA,12116,300,,,
IA,14571,300,,,
IA,10155,300,,,
IA,13967,300,,,
IA,11884,300,,,
IA,12822,300,,,
IA,13727,300,,,
IA,12734,300,,,
IA,13458,300,,,
IA,5829,300,,,
IA,14653,300,,,
IA,13882,300,,,
IA,3745,300,,,
IA,13445,300,,,
IA,14075,300,,,
IA,13384,300,,,
IA,7216,300,,,
IA,7762,300,,,
IA,6989,300,,,
IA,5791,300,,,
IA,14547,300,,,
IA,6838,300,,,
IA,13427,300,,,
IA,8419,300,,,
IA,6071,300,,,
IA,13157,300,,,
IA,8046,300,,,
IA,5742,300,,,
IA,13157,300,,,
IA,6272,300,,,
IA,6963,300,,,
IA,8115,300,,,
IA,5596,300,,,
IA,8306,300,,,
IA,13845,300,,,
IA,8776,300,,,
IA,4421,300,,,
IA,13117,300,,,
IA,11802,300,,,
IA,4257,300,,,
IA,4379,300,,,
IA,7796,300,,,
IA,4198,300,,,
IA,12395,300,,,
IA,13074,300,,,
IA,14263,300,,,
IA,11868,300,,,
IA,7953,300,,,
IA,8339,300,,,
IA,7619,300,,,
IA,5417,300,,,
IA,11615,300,,,
IA,8018,300,,,
IA,11813,300,,,
IA,12640,300,,,
IA,13109,300,,,
IA,5931,300,,,
IA,6486,300,,,
IA,7181,300,,,
IA,7199,300,,,
IA,7686,300,,,
IA,5887,300,,,
IA,6764,300,,,
IA,5595,300,,,
IA,6227,300,,,
IA,5498,300,,,
IA,5636,300,,,
IA,5524,300,,,
IA,7174,300,,,
IA,7164,300,,,
IA,5389,300,,,
IA,4600,300,,,
IA,14037,300,,,
IA,14460,300,,,
IA,6242,300,,,
IA,13124,300,,,
IA,13970,300,,,
IA,6087,300,,,
IA,7385,300,,,
IA,7196,300,,,
IA,8654,300,,,
IA,7943,300,,,
IA,5589,300,,,
IA,7963,300,,,
IA,4563,300,,,
IA,12031,300,,,
IA,2089,300,,,
IA,4701,300,,,
IA,5669,300,,,
IA,7269,300,,,
IA,5609,300,,,
IA,7548,300,,,
IA,6037,300,,,
IA,7189,300,,,
IA,2832,300,,,
IA,6157,300,,,
IA,5711,300,,,
IA,5693,300,,,
IA,7442,300,,,
IA,2401,300,,,
IA,4514,300,,,
IA,4393,300,,,
IA,6836,300,,,
IA,5321,300,,,
IA,13911,300,,,
IA,13735,300,,,
IA,7509,300,,,
IA,7335,300,,,
IA,14550,300,,,
IA,7568,300,,,
IA,7606,300,,,
IA,12159,300,,,
IA,6935,300,,,
IA,12289,300,,,
IA,8028,300,,,
IA,6220,300,,,
IA,4806,300,,,
IA,7792,300,,,
IA,7084,300,,,
IA,6759,300,,,
IA,9626,300,,,
IA,9639,300,,,
IA,6229,300,,,
IA,8201,300,,,
IA,6245,300,,,
IA,3744,300,,,
IA,6369,300,,,
IA,3738,300,,,
IA,6863,300,,,
IA,7246,300,,,
IA,4942,300,,,
IA,7983,300,,,
IA,4051,300,,,
IA,4022,300,,,
IA,7168,300,,,
IA,6945,300,,,
IA,6433,300,,,
IA,6159,300,,,
IA,3765,300,,,
IA,6453,300,,,
IA,6401,300,,,
IA,7648,300,,,
IA,4046,300,,,
IA,3971,300,,,
IA,3383,300,,,
IA,8617,300,,,
IA,7219,300,,,
IA,3120,300,,,
IA,6964,300,,,
IA,6475,300,,,
IA,3003,300,,,
IA,6732,300,,,
IA,8463,300,,,
IA,2821,300,,,
IA,7607,300,,,
IA,3078,300,,,
IA,6533,300,,,
IA,6546,300,,,
IA,3089,300,,,
IA,7429,300,,,
IA,2825,300,,,
IA,7592,300,,,
IA,4267,300,,,
IA,3833,300,,,
IA,5818,300,,,
IA,6784,300,,,
IA,4333,300,,,
IA,3201,300,,,
IA,2468,300,,,
IA,3816,300,,,
IA,8359,300,,,
IA,2477,300,,,
IA,3273,300,,,
IA,3323,300,,,
IA,3215,300,,,
IA,3174,300,,,
IA,3273,300,,,
IA,3364,300,,,
IA,3274,300,,,
IA,7118,300,,,
IA,3226,300,,,
IA,6582,300,,,
IA,3315,300,,,
IA,5766,300,,,
IA,3274,300,,,
IA,3273,300,,,
IA,6430,300,,,
IA,8699,300,,,
IA,3122,300,,,
IA,3096,300,,,
IA,2808,300,,,
IA,2854,300,,,
IA,3150,300,,,
IA,2874,300,,,
IA,2896,300,,,
IA,5907,300,,,
IA,7100,300,,,
IA,4382,300,,,
IA,6871,300,,,
IA,6600,300,,,
IA,3986,300,,,
IA,3364,300,,,
IA,3384,300,,,
IA,3385,300,,,
IA,3408,300,,,
IA,3426,300,,,
IA,2999,300,,,
IA,3636,300,,,
IA,3199,300,,,
IA,3220,300,,,
IA,3349,300,,,
IA,3083,300,,,
IA,3425,300,,,
IA,3417,300,,,
IA,3229,300,,,
IA,3252,300,,,
IA,2934,300,,,
IA,2824,300,,,
IA,2960,300,,,
IA,3255,300,,,
IA,2749,300,,,
IA,3064,300,,,
IA,2859,300,,,
IA,3520,300,,,
IA,2626,300,,,
IA,2871,300,,,
IA,2805,300,,,
IA,2941,300,,,
IA,3647,300,,,
IA,3184,300,,,
IA,3162,300,,,
IA,3290,300,,,
IA,3066,300,,,
IA,3305,300,,,
IA,3012,300,,,
IA,2920,300,,,
IA,3022,300,,,
IA,3023,300,,,
IA,3024,300,,,
IA,2332,300,,,
IA,2743,300,,,
IA,3136,300,,,
IA,3194,300,,,
IA,3143,300,,,
IA,3664,300,,,
IA,3746,300,,,
IA,3637,300,,,
IA,3763,300,,,
IA,3673,300,,,
IA,3721,300,,,
IA,3734,300,,,
IA,3272,300,,,
IA,3587,300,,,
IA,3742,300,,,
IA,3658,300,,,
IA,3764,300,,,
IA,3977,300,,,
IA,3712,300,,,
IA,3736,300,,,
IA,3400,300,,,
IA,3909,300,,,
IA,3723,300,,,
IA,3832,300,,,
IA,3729,300,,,
IA,3759,300,,,
IA,3817,300,,,
IA,3676,300,,,
IA,3723,300,,,
IA,3782,300,,,
IA,3787,300,,,
IA,3714,300,,,
IA,4200,300,,,
IA,3654,300,,,
IA,3574,300,,,
IA,3654,300,,,
IA,3684,300,,,
IA,3693,300,,,
IA,3677,300,,,
IA,3338,300,,,
IA,3690,300,,,
IA,3708,300,,,
IA,3629,300,,,
IA,3264,300,,,
IA,3625,300,,,
IA,3335,300,,,
IA,3646,300,,,
IA,3247,300,,,
IA,3566,300,,,
IA,3679,300,,,
IA,3741,300,,,
IA,4157,300,,,
IA,3379,300,,,
IA,3593,300,,,
IA,3393,300,,,
IA,3658,300,,,
IA,3789,300,,,
IA,3410,300,,,
IA,3992,300,,,
IA,4160,300,,,
IA,4044,300,,,
IA,3470,300,,,
IA,4270,300,,,
IA,4158,300,,,
IA,4227,300,,,
IA,4252,300,,,
IA,4170,300,,,
IA,4154,300,,,
IA,3546,300,,,
IA,4095,300,,,
IA,4160,300,,,
IA,3553,300,,,
IA,3548,300,,,
IA,4116,300,,,
IA,3376,300,,,
IA,4178,300,,,
IA,4292,300,,,
IA,4263,300,,,
IA,3116,300,,,
IA,3965,300,,,
IA,3522,300,,,
IA,3971,300,,,
IA,3972,300,,,
IA,3856,300,,,
IA,2837,300,,,
IA,3989,300,,,
IA,3566,300,,,
IA,3738,300,,,
IA,3864,300,,,
IA,3908,300,,,
IA,4243,300,,,
IA,3628,300,,,
IA,3465,300,,,
IA,3567,300,,,
IA,3924,300,,,
IA,4292,300,,,
IA,4307,300,,,
IA,3449,300,,,
IA,4083,300,,,
IA,3991,300,,,
IA,4068,300,,,
IA,2950,300,,,
IA,4117,300,,,
IA,4212,300,,,
IA,3989,300,,,
IA,3463,300,,,
IA,3486,300,,,
IA,4005,300,,,
IA,4241,300,,,
IA,3790,300,,,
IA,3234,300,,,
IA,3262,300,,,
IA,3447,300,,,
IA,3498,300,,,
IA,3635,300,,,
IA,3452,300,,,
IA,4378,300,,,
IA,4439,300,,,
IA,4347,300,,,
IA,2725,300,,,
IA,3749,300,,,
IA,4075,300,,,
IA,3438,300,,,
IA,4152,300,,,
IA,4206,300,,,
IA,3458,300,,,
IA,3417,300,,,
IA,3444,300,,,
IA,3421,300,,,
IA,3448,300,,,
IA,2509,300,,,
IA,4335,300,,,
IA,3370,300,,,
IA,3419,300,,,
IA,3361,300,,,
IA,3344,300,,,
IA,3542,300,,,
IA,3548,300,,,
IA,3498,300,,,
IA,4414,300,,,
IA,3552,300,,,
IA,3447,300,,,
IA,3464,300,,,
IA,3410,300,,,
IA,3400,300,,,
IA,3411,300,,,
IA,3441,300,,,
IA,3278,300,,,
IA,3419,300,,,
IA,3474,300,,,
IA,4230,300,,,
IA,3886,300,,,
IA,3837,300,,,
IA,3411,300,,,
IA,3170,300,,,
IA,4223,300,,,
IA,3193,300,,,
IA,3847,300,,,
IA,3809,300,,,
IA,3381,300,,,
IA,3273,300,,,
IA,3488,300,,,
IA,3254,300,,,
IA,3391,300,,,
IA,3266,300,,,
IA,3274,300,,,
IA,3274,300,,,
IA,3725,300,,,
IA,3392,300,,,
IA,3273,300,,,
IA,3559,300,,,
IA,2853,300,,,
IA,3433,300,,,
IA,3030,300,,,
IA,2864,300,,,
IA,3025,300,,,
IA,3073,300,,,
IA,2877,300,,,
IA,4105,300,,,
IA,4423,300,,,
IA,3990,300,,,
IA,3905,300,,,
IA,4076,300,,,
IA,4008,300,,,
IA,3873,300,,,
IA,4019,300,,,
IA,3978,300,,,
IA,3883,300,,,
IA,3925,300,,,
IA,4306,300,,,
IA,3892,300,,,
IA,3498,300,,,
IA,4001,300,,,
IA,3889,300,,,
IA,3983,300,,,
IA,2903,300,,,
IA,2903,300,,,
IA,2886,300,,,
IA,2894,300,,,
IA,3174,300,,,
IA,2915,300,,,
IA,3896,300,,,
IA,3948,300,,,
IA,3899,300,,,
IA,3872,300,,,
IA,2951,300,,,
IA,3979,300,,,
IA,4683,300,,,
IA,3984,300,,,
IA,4119,300,,,
IA,3925,300,,,
IA,3874,300,,,
IA,4842,300,,,
IA,4357,300,,,
IA,3958,300,,,
IA,3933,300,,,
IA,3054,300,,,
IA,3019,300,,,
IA,3864,300,,,
IA,10068,300,,,
IA,3976,300,,,
IA,3977,300,,,
IA,4000,300,,,
IA,4293,300,,,
IA,3985,300,,,
IA,3595,300,,,
IA,3714,300,,,
IA,3990,300,,,
IA,3704,300,,,
IA,4260,300,,,
IA,4244,300,,,
IA,3888,300,,,
IA,3598,300,,,
IA,3798,300,,,
IA,4053,300,,,
IA,3850,300,,,
IA,4871,300,,,
IA,4865,300,,,
IA,3853,300,,,
IA,3628,300,,,
IA,4354,300,,,
IA,3319,300,,,
IA,3160,300,,,
IA,3355,300,,,
IA,2756,300,,,
IA,4067,300,,,
IA,3184,300,,,
IA,4027,300,,,
IA,2691,300,,,
IA,4046,300,,,
IA,3225,300,,,
IA,3139,300,,,
IA,3565,300,,,
IA,3696,300,,,
IA,1798,300,,,
IA,3824,300,,,
IA,3722,300,,,
IA,3784,300,,,
IA,3746,300,,,
IA,4053,300,,,
IA,3805,300,,,
IA,3859,300,,,
IA,3645,300,,,
IA,3621,300,,,
IA,3827,300,,,
IA,2014,300,,,
IA,3840,300,,,
IA,3669,300,,,
IA,3840,300,,,
IA,3843,300,,,
IA,3630,300,,,
IA,3635,300,,,
IA,3607,300,,,
IA,3660,300,,,
IA,3653,300,,,
IA,3720,300,,,
IA,3695,300,,,
IA,3728,300,,,
IA,3969,300,,,
IA,3966,300,,,
IA,3569,300,,,
IA,3713,300,,,
IA,3885,300,,,
IA,3571,300,,,
IA,4116,300,,,
IA,3597,300,,,
IA,3983,300,,,
IA,3636,300,,,
IA,3946,300,,,
IA,3810,300,,,
IA,3706,300,,,
IA,4284,300,,,
IA,3772,300,,,
IA,3959,300,,,
IA,3730,300,,,
IA,3660,300,,,
IA,3661,300,,,
IA,1996,300,,,
IA,3791,300,,,
IA,3772,300,,,
IA,3790,300,,,
IA,3999,300,,,
IA,3773,300,,,
IA,3634,300,,,
IA,3594,300,,,
IA,3758,300,,,
IA,3533,300,,,
IA,3653,300,,,
IA,3623,300,,,
IA,2069,300,,,
IA,3705,300,,,
IA,3663,300,,,
IA,3716,300,,,
IA,3751,300,,,
IA,3691,300,,,
IA,3104,300,,,
IA,3922,300,,,
IA,3033,300,,,
IA,3838,300,,,
IA,3029,300,,,
IA,3841,300,,,
IA,2939,300,,,
IA,3790,300,,,
IA,3401,300,,,
IA,2752,300,,,
IA,2752,300,,,
IA,3096,300,,,
IA,2760,300,,,
IA,3819,300,,,
IA,2577,300,,,
IA,2766,300,,,
IA,2599,300,,,
IA,2620,300,,,
IA,2694,300,,,
IA,2410,300,,,
IA,2517,300,,,
IA,2784,300,,,
IA,2619,300,,,
IA,3939,300,,,
IA,2979,300,,,
IA,3883,300,,,
IA,2450,300,,,
IA,3878,300,,,
IA,3946,300,,,
IA,3986,300,,,
IA,3987,300,,,
IA,3996,300,,,
IA,2672,300,,,
IA,2505,300,,,
IA,3744,300,,,
IA,3878,300,,,
IA,2580,300,,,
IA,4077,300,,,
IA,2468,300,,,
IA,2496,300,,,
IA,4137,300,,,
IA,2466,300,,,
IA,2476,300,,,
IA,3426,300,,,
IA,2476,300,,,
IA,4403,300,,,
IA,3010,300,,,
IA,2425,300,,,
IA,2497,300,,,
IA,2725,300,,,
IA,2888,300,,,
IA,2888,300,,,
IA,2941,300,,,
IA,3061,300,,,
IA,4041,300,,,
IA,3412,300,,,
IA,2822,300,,,
IA,3414,300,,,
IA,2876,300,,,
IA,2787,300,,,
IA,2764,300,,,
IA,4873,300,,,
IA,2883,300,,,
IA,7743,300,,,
IA,2628,300,,,
IA,4146,300,,,
IA,2634,300,,,
IA,2844,300,,,
IA,4092,300,,,
IA,2699,300,,,
IA,2628,300,,,
IA,2582,300,,,
IA,2663,300,,,
IA,2637,300,,,
IA,3748,300,,,
IA,2682,300,,,
IA,3554,300,,,
IA,4411,300,,,
IA,2630,300,,,
IA,3394,300,,,
IA,2658,300,,,
IA,2899,300,,,
IA,4423,300,,,
IA,2612,300,,,
IA,2918,300,,,
IA,2445,300,,,
IA,2626,300,,,
IA,2497,300,,,
IA,2631,300,,,
IA,4260,300,,,
IA,2653,300,,,
IA,2778,300,,,
IA,4473,300,,,
IA,4621,300,,,
IA,2888,300,,,
IA,2715,300,,,
IA,2942,300,,,
IA,3232,300,,,
IA,3226,300,,,
IA,3056,300,,,
IA,3206,300,,,
IA,2836,300,,,
IA,3292,300,,,
IA,2862,300,,,
IA,3036,300,,,
IA,3419,300,,,
IA,3109,300,,,
IA,2923,300,,,
IA,3317,300,,,
IA,3347,300,,,
IA,3350,300,,,
IA,3438,300,,,
IA,3439,300,,,
IA,3312,300,,,
IA,3448,300,,,
IA,3371,300,,,
IA,3032,300,,,
IA,3543,300,,,
IA,3575,300,,,
IA,3598,300,,,
IA,3673,300,,,
IA,3661,300,,,
IA,3634,300,,,
IA,3574,300,,,
IA,3639,300,,,
IA,3778,300,,,
IA,3670,300,,,
IA,3742,300,,,
IA,3724,300,,,
IA,3768,300,,,
IA,3827,300,,,
IA,3918,300,,,
IA,3834,300,,,
IA,3908,300,,,
IA,4028,300,,,
IA,4022,300,,,
IA,4081,300,,,
IA,3966,300,,,
IA,4001,300,,,
IA,4208,300,,,
IA,4230,300,,,
IA,4122,300,,,
IA,4289,300,,,
IA,4386,300,,,
IA,4175,300,,,
IA,4402,300,,,
IA,4206,300,,,
IA,4439,300,,,
IA,4310,300,,,
IA,4345,300,,,
IA,4558,300,,,
IA,4353,300,,,
IA,4483,300,,,
IA,4827,300,,,
IA,4387,300,,,
IA,4402,300,,,
IA,4406,300,,,
IA,4527,300,,,
IA,4548,300,,,
IA,4515,300,,,
IA,4386,300,,,
IA,4553,300,,,
IA,5008,300,,,
IA,4687,300,,,
IA,4513,300,,,
IA,4247,300,,,
IA,4618,300,,,
IA,4713,300,,,
IA,5131,300,,,
IA,5127,300,,,
IA,4989,300,,,
IA,5096,300,,,
IA,5225,300,,,
IA,4976,300,,,
IA,4814,300,,,
IA,4785,300,,,
IA,4799,300,,,
IA,5317,300,,,
IA,5072,300,,,
IA,4961,300,,,
IA,4994,300,,,
IA,4989,300,,,
IA,4930,300,,,
IA,4822,300,,,
IA,4831,300,,,
IA,4904,300,,,
IA,4841,300,,,
IA,5625,300,,,
IA,4884,300,,,
IA,5631,300,,,
IA,4829,300,,,
IA,4954,300,,,
IA,4950,300,,,
IA,5627,300,,,
IA,4990,300,,,
IA,5073,300,,,
IA,5093,300,,,
IA,5694,300,,,
IA,5756,300,,,
IA,5767,300,,,
IA,5802,300,,,
IA,5148,300,,,
IA,5690,300,,,
IA,5821,300,,,
IA,5817,300,,,
IA,5602,300,,,
IA,5735,300,,,
IA,5659,300,,,
IA,5670,300,,,
IA,5881,300,,,
IA,5705,300,,,
IA,5722,300,,,
IA,5779,300,,,
IA,5799,300,,,
IA,5744,300,,,
IA,5814,300,,,
IA,5819,300,,,
IA,5699,300,,,
IA,5769,300,,,
IA,5786,300,,,
IA,5732,300,,,
IA,5766,300,,,
IA,5769,300,,,
IA,5727,300,,,
IA,5624,300,,,
IA,4678,300,,,
IA,5665,300,,,
IA,5947,300,,,
IA,5690,300,,,
IA,5619,300,,,
IA,5741,300,,,
IA,6049,300,,,
IA,6177,300,,,
IA,6007,300,,,
IA,6133,300,,,
IA,6242,300,,,
IA,6162,300,,,
IA,6269,300,,,
IA,6110,300,,,
IA,6002,300,,,
IA,6127,300,,,
IA,5404,300,,,
IA,6205,300,,,
IA,6271,300,,,
IA,6277,300,,,
IA,5137,300,,,
IA,6321,300,,,
IA,6321,300,,,
IA,6378,300,,,
IA,6303,300,,,
IA,6363,300,,,
IA,5625,300,,,
IA,5839,300,,,
IA,5877,300,,,
IA,5932,300,,,
IA,5937,300,,,
IA,5925,300,,,
IA,6002,300,,,
IA,6019,300,,,
IA,6049,300,,,
IA,5603,300,,,
IA,6955,300,,,
IA,6250,300,,,
IA,6175,300,,,
IA,6148,300,,,
IA,7104,300,,,
IA,6203,300,,,
IA,6267,300,,,
IA,6220,300,,,
IA,6256,300,,,
IA,6345,300,,,
IA,7265,300,,,
IA,6431,300,,,
IA,6308,300,,,
IA,6390,300,,,
IA,6454,300,,,
IA,6453,300,,,
IA,6062,300,,,
IA,6505,300,,,
IA,6525,300,,,
IA,6476,300,,,
IA,6516,300,,,
IA,6560,300,,,
IA,6561,300,,,
IA,6589,300,,,
IA,6610,300,,,
IA,6630,300,,,
IA,6636,300,,,
IA,6627,300,,,
IA,6551,300,,,
IA,6643,300,,,
IA,6571,300,,,
IA,6702,300,,,
IA,6721,300,,,
IA,6662,300,,,
IA,6604,300,,,
IA,6568,300,,,
IA,6625,300,,,
IA,6506,300,,,
IA,6702,300,,,
IA,6571,300,,,
IA,6673,300,,,
IA,6669,300,,,
IA,6729,300,,,
IA,6635,300,,,
IA,6672,300,,,
IA,6718,300,,,
IA,6851,300,,,
IA,6852,300,,,
IA,6789,300,,,
IA,6799,300,,,
IA,6767,300,,,
IA,6823,300,,,
IA,6811,300,,,
IA,6823,300,,,
IA,6904,300,,,
IA,6938,300,,,
IA,6957,300,,,
IA,7008,300,,,
IA,6822,300,,,
IA,6924,300,,,
IA,7061,300,,,
IA,6935,300,,,
IA,6950,300,,,
IA,7113,300,,,
IA,7044,300,,,
IA,7011,300,,,
IA,7168,300,,,
IA,7183,300,,,
IA,7231,300,,,
IA,6992,300,,,
IA,7115,300,,,
IA,7135,300,,,
IA,7111,300,,,
IA,7184,300,,,
IA,7291,300,,,
IA,7223,300,,,
IA,7222,300,,,
IA,7291,300,,,
IA,7314,300,,,
IA,7326,300,,,
IA,7604,300,,,
IA,7294,300,,,
IA,7571,300,,,
IA,9176,300,,,
IA,7134,300,,,
IA,7282,300,,,
IA,7352,300,,,
IA,8353,300,,,
IA,7390,300,,,
IA,7225,300,,,
IA,7412,300,,,
IA,7528,300,,,
IA,7495,300,,,
IA,7649,300,,,
IA,8700,300,,,
IA,8588,300,,,
IA,7262,300,,,
IA,8016,300,,,
IA,9626,300,,,
IA,8069,300,,,
IA,7388,300,,,
IA,8713,300,,,
IA,8694,300,,,
IA,12183,300,,,
IA,7526,300,,,
IA,8918,300,,,
IA,8300,300,,,
IA,8972,300,,,
IA,7517,300,,,
IA,8861,300,,,
IA,8500,300,,,
IA,8904,300,,,
IA,10624,300,,,
IA,9087,300,,,
IA,8572,300,,,
IA,10732,300,,,
IA,9053,300,,,
IA,9035,300,,,
IA,9059,300,,,
IA,8999,300,,,
IA,9061,300,,,
IA,9060,300,,,
IA,8959,300,,,
IA,9079,300,,,
IA,9081,300,,,
IA,7725,300,,,
IA,7726,300,,,
IA,7766,300,,,
IA,7796,300,,,
IA,8161,300,,,
IA,7818,300,,,
IA,7843,300,,,
IA,7878,300,,,
IA,8848,300,,,
IA,8737,300,,,
IA,8851,300,,,
IA,7950,300,,,
IA,9055,300,,,
IA,8866,300,,,
IA,9131,300,,,
IA,8772,300,,,
IA,8810,300,,,
IA,8760,300,,,
IA,11226,300,,,
IA,11346,300,,,
IA,8896,300,,,
IA,9035,300,,,
IA,7875,300,,,
IA,9044,300,,,
IA,7833,300,,,
IA,7908,300,,,
IA,7929,300,,,
IA,7937,300,,,
IA,8031,300,,,
IA,7945,300,,,
IA,7770,300,,,
IA,11267,300,,,
IA,11123,300,,,
IA,11142,300,,,
IA,11156,300,,,
IA,7463,300,,,
IA,11917,300,,,
IA,7390,300,,,
IA,7507,300,,,
IA,7511,300,,,
IA,7352,300,,,
IA,7373,300,,,
IA,7428,300,,,
IA,7463,300,,,
IA,7383,300,,,
IA,12243,300,,,
IA,7428,300,,,
IA,12395,300,,,
IA,7705,300,,,
IA,7637,300,,,
IA,7647,300,,,
IA,7675,300,,,
IA,7804,300,,,
IA,7657,300,,,
IA,7714,300,,,
IA,7679,300,,,
IA,7739,300,,,
IA,7756,300,,,
IA,7930,300,,,
IA,7792,300,,,
IA,7821,300,,,
IA,7815,300,,,
IA,7864,300,,,
IA,7918,300,,,
IA,7915,300,,,
IA,8263,300,,,
IA,7981,300,,,
IA,8314,300,,,
IA,7984,300,,,
IA,8003,300,,,
IA,7968,300,,,
IA,7964,300,,,
IA,8006,300,,,
IA,7949,300,,,
IA,8118,300,,,
IA,8025,300,,,
